1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice
1307,1051.0,5.0,2.0,0,2,907,,360,1,1908.0,2358,3,45600,75.0,0.0,40,8,6,907,,1908,1997,240000
1094,761.0,3.0,2.0,0,2,528,,512,3,1976.0,1855,3,9600,80.0,360.0,100,7,6,528,,1976,1994,187000
848,0.0,1.0,4.0,659,7,189,,420,4,2003.0,848,4,4435,36.0,170.0,0,5,6,848,140.0,2003,2003,131500
1456,0.0,2.0,5.0,0,2,1273,,400,4,2003.0,1456,4,3196,,40.0,20,5,8,1273,143.0,2003,2003,215000
918,728.0,4.0,2.0,364,4,554,,240,2,1941.0,1646,3,7128,53.0,0.0,0,5,7,918,,1941,1950,164000
1445,0.0,,5.0,564,1,563,,645,3,1964.0,1445,3,12095,,115.0,0,6,6,1127,,1964,1964,158000
1779,0.0,3.0,3.0,306,6,372,,454,2,1955.0,1779,3,17920,102.0,0.0,418,4,5,1763,,1955,1974,170000
1040,0.0,3.0,2.0,659,6,381,,260,2,1962.0,1040,3,6897,,0.0,104,8,5,1040,,1962,2010,127000
1026,0.0,3.0,5.0,505,7,0,,576,2,1981.0,1026,3,10970,,0.0,0,6,6,940,,1978,1978,147000
702,779.0,3.0,2.0,0,2,702,,343,4,1994.0,1481,3,8125,65.0,0.0,36,5,6,702,,1994,1995,174000
1370,0.0,3.0,2.0,0,2,1090,,479,3,1976.0,1370,3,10400,80.0,189.0,0,5,7,1090,,1976,1976,152000
1512,1142.0,4.0,3.0,619,5,435,,619,1,1968.0,2654,4,11029,,220.0,65,7,6,1054,,1968,1984,250000
912,514.0,3.0,2.0,0,2,912,,216,2,1925.0,1426,4,7642,55.0,0.0,240,8,7,912,,1918,1998,189950
1039,0.0,3.0,3.0,841,5,198,,504,2,1965.0,1039,3,11625,75.0,0.0,0,4,5,1039,,1965,1965,131500
1097,,3.0,2.0,338,7,702,,480,2,1986.0,1097,3,9672,81.0,0.0,0,5,6,1040,,1984,1985,152000
1148,0.0,3.0,2.0,1148,5,0,,672,2,1959.0,1148,3,7931,70.0,0.0,0,5,5,1148,,1959,1959,132500
1372,,3.0,2.0,0,2,1372,0.0,529,4,2008.0,1372,4,8640,72.0,0.0,140,5,7,1372,,2007,2008,250580
1002,0.0,3.0,2.0,828,5,174,,902,2,1973.0,1002,3,8750,,76.0,0,6,5,1002,,1970,1970,148500
1646,0.0,3.0,4.0,0,1,1638,,870,3,2007.0,1646,4,10656,67.0,274.0,80,5,8,1638,,2006,2007,248900
1120,0.0,3.0,2.0,932,6,108,,544,3,1961.0,1120,2,6970,85.0,0.0,0,5,4,1040,,1961,1961,129000
1547,720.0,2.0,1.0,0,1,0,,672,2,1979.0,2320,3,14762,,0.0,144,6,5,0,,1948,1950,169000
1062,887.0,3.0,2.0,750,7,300,,574,4,1993.0,1949,4,9938,80.0,246.0,90,5,7,1050,,1993,1994,236000
894,0.0,2.0,2.0,0,2,894,,308,1,1962.0,894,3,6600,60.0,0.0,0,5,5,894,,1962,1962,109500
804,878.0,3.0,2.0,505,7,299,,523,3,1998.0,1682,4,8750,70.0,116.0,77,5,6,804,,1998,1998,200500
910,0.0,3.0,4.0,0,2,105,,414,2,1953.0,910,4,8892,74.0,0.0,0,7,5,105,196.0,1953,1996,116000
1036,0.0,3.0,2.0,375,4,457,,288,2,1949.0,1268,3,12144,60.0,0.0,28,7,5,832,,1949,1950,133000
676,455.0,,2.0,0,2,676,,200,2,1941.0,1131,3,5720,52.0,0.0,0,6,5,676,,1941,1950,66500
1184,1426.0,4.0,4.0,64,7,1120,,550,4,2007.0,2610,5,9000,75.0,0.0,364,5,8,1184,,2007,2007,303477
1040,0.0,3.0,5.0,633,6,431,,648,2,1963.0,1040,3,25286,94.0,0.0,0,5,4,1064,,1963,1963,132250
1462,,4.0,2.0,1170,7,292,,738,4,2004.0,2224,5,8834,74.0,216.0,0,5,9,1462,,2004,2005,350000
1155,0.0,3.0,4.0,899,6,210,,576,2,1987.0,1155,4,11782,88.0,0.0,0,7,5,1109,192.0,1961,1995,148000
864,0.0,3.0,2.0,646,6,218,0.0,336,2,1978.0,864,3,7000,,90.0,0,8,5,864,,1978,2005,136500
1090,0.0,2.0,2.0,980,6,110,,450,4,2005.0,1090,3,7024,60.0,0.0,49,5,5,1090,,2005,2006,157000
1187,530.0,3.0,3.0,902,3,254,,400,3,1990.0,1717,4,13758,44.0,117.0,36,5,7,1156,,1990,1991,187500
808,785.0,3.0,2.0,0,2,808,,389,3,1993.0,1593,3,9636,,0.0,40,5,6,808,,1992,1993,178000
954,795.0,5.0,2.0,0,2,795,,440,2,1997.0,2230,3,6204,60.0,0.0,188,5,4,795,,1912,1950,118500
892,0.0,3.0,2.0,432,5,460,,288,3,1967.0,892,3,7150,65.0,60.0,0,5,5,892,0.0,1967,1967,100000
1709,0.0,2.0,4.0,1238,7,460,,506,4,1999.0,1709,4,5119,50.0,60.0,65,5,9,1698,,1999,2000,328900
1712,0.0,4.0,2.0,528,3,1098,,588,4,2005.0,1712,3,8393,70.0,122.0,54,5,5,1626,,1959,2005,145000
872,521.0,3.0,2.0,0,2,816,,300,2,1955.0,1393,3,16466,59.0,0.0,0,7,5,816,,1955,1955,135500
2217,0.0,4.0,5.0,351,6,1043,,621,2,1970.0,2217,4,15865,95.0,0.0,207,6,8,2217,,1970,1970,268000
1505,0.0,2.0,2.0,1024,1,481,,505,3,1953.0,1505,3,12160,128.0,90.0,0,4,6,1505,,1953,1953,149500
672,252.0,,3.0,0,1,672,,576,2,2003.0,924,3,8064,60.0,0.0,0,7,5,672,,1949,2006,122900
918,765.0,3.0,2.0,226,3,192,,440,3,1978.0,1683,3,11184,70.0,92.0,0,5,6,918,,1978,1978,172500
1068,0.0,3.0,2.0,663,7,396,,264,3,1963.0,1068,3,8414,70.0,0.0,0,8,6,1059,,1963,2003,154500
1383,0.0,3.0,3.0,1064,5,319,,354,1,1954.0,1383,3,13284,,0.0,116,5,5,1383,,1954,1954,165000
1535,0.0,4.0,1.0,0,1,0,,400,2,1979.0,1535,3,7018,64.0,0.0,0,5,5,0,,1979,1979,118858
983,813.0,4.0,2.0,400,5,380,,483,3,1963.0,1796,3,7056,71.0,415.0,50,5,6,780,,1963,1963,140000
951,0.0,2.0,2.0,285,6,666,,327,2,1936.0,951,3,8765,50.0,0.0,28,6,4,951,,1936,1950,106500
1120,1120.0,6.0,1.0,0,1,0,,528,2,1979.0,2240,3,7018,64.0,0.0,0,5,5,0,,1979,1979,142953
2364,0.0,,5.0,2188,7,142,,820,4,2009.0,2364,5,12919,100.0,760.0,67,5,9,2330,,2009,2010,611657
1236,0.0,3.0,2.0,465,5,447,,288,2,1961.0,1236,3,6993,65.0,0.0,0,7,5,912,,1961,1994,135000
858,0.0,2.0,2.0,322,6,536,,684,2,1979.0,858,3,7340,,0.0,0,6,4,858,,1971,1971,110000
1306,0.0,2.0,3.0,860,5,132,,756,2,1968.0,1306,3,8712,64.0,0.0,0,7,5,992,,1957,2000,153000
807,702.0,3.0,2.0,0,2,783,,393,4,2003.0,1509,4,7875,63.0,0.0,75,5,7,783,0.0,2003,2003,180000
1670,0.0,3.0,2.0,0,2,1670,,690,3,2006.0,1670,4,14859,50.0,27.0,60,5,7,1670,,2006,2006,240000
902,0.0,3.0,2.0,599,7,277,,288,2,1967.0,902,3,6173,,75.0,0,6,5,876,,1967,1967,125500
1063,0.0,3.0,2.0,354,4,412,,280,3,1954.0,1063,3,9920,80.0,110.0,0,5,5,1056,,1954,1954,128000
1636,0.0,3.0,2.0,63,7,1560,,865,3,2006.0,1636,4,13501,116.0,208.0,60,5,8,1623,,2006,2006,255000
1020,1037.0,3.0,2.0,223,4,794,0.0,180,4,1936.0,2057,4,11500,86.0,0.0,0,7,7,1017,,1936,1987,250000
902,0.0,2.0,4.0,301,5,239,,484,2,1983.0,902,3,8885,,0.0,0,5,5,864,,1983,1983,131000
742,742.0,3.0,2.0,0,2,742,,390,4,2005.0,1484,4,12589,149.0,0.0,24,5,6,742,,2005,2005,174000
1105,1169.0,5.0,2.0,443,4,662,,480,1,1960.0,2274,3,11600,80.0,361.0,0,5,5,1105,,1960,1960,154300
1268,0.0,3.0,4.0,196,6,1072,,252,2,1978.0,1268,4,9286,,0.0,0,7,5,1268,,1977,1989,143500
1015,0.0,3.0,2.0,489,4,279,,450,2,1925.0,1015,3,6120,51.0,0.0,0,7,5,768,,1925,1950,88000
1001,1001.0,,2.0,284,5,717,,871,2,1949.0,2002,3,6270,82.0,0.0,0,6,5,1001,,1949,1950,145000
612,612.0,2.0,4.0,294,7,318,,528,3,2009.0,1224,4,3000,30.0,76.0,234,5,6,612,,2009,2009,173733
546,546.0,3.0,2.0,0,2,546,,286,2,1970.0,1092,3,2001,21.0,80.0,0,5,4,546,,1970,1970,75000
480,0.0,,4.0,50,5,430,,308,1,1958.0,480,3,9000,50.0,0.0,0,3,2,480,,1949,1950,35311
1229,0.0,3.0,2.0,1059,6,75,,284,3,1956.0,1229,3,17140,,0.0,0,6,4,1134,,1956,1956,135000
912,1215.0,4.0,3.0,48,5,422,,833,3,1991.0,2127,4,13125,103.0,0.0,192,5,7,1104,,1991,1991,238000
1414,0.0,3.0,2.0,528,6,245,,601,2,1990.0,1414,3,11029,87.0,0.0,51,8,6,1184,,1958,2002,176500
936,785.0,3.0,2.0,814,7,114,,471,1,1994.0,1721,4,8462,70.0,105.0,87,5,6,928,300.0,1994,1994,201000
1272,928.0,4.0,2.0,1084,6,188,,0,1,,2200,3,8777,67.0,0.0,70,7,5,1272,,1900,2003,145900
1316,0.0,3.0,2.0,28,7,1288,,397,4,2005.0,1316,4,10237,65.0,0.0,0,5,6,1316,,2005,2006,169990
1617,0.0,2.0,2.0,165,3,598,,533,1,1993.0,1617,4,8012,50.0,0.0,69,5,6,1604,,1993,1994,193000
1686,0.0,3.0,2.0,625,5,0,,612,2,1980.0,1686,3,10240,79.0,157.0,131,6,6,1686,,1980,1980,207500
1126,0.0,3.0,4.0,767,6,266,,540,3,1977.0,1126,5,15611,,0.0,0,6,5,1126,,1977,1977,175000
1234,1140.0,4.0,2.0,0,2,1181,,656,4,2003.0,2374,5,11999,93.0,340.0,100,5,8,1181,,2003,2004,285000
1098,880.0,4.0,2.0,552,5,280,,486,3,1968.0,1978,3,9900,,342.0,43,5,7,832,,1968,1968,176000
1788,0.0,3.0,4.0,0,2,1753,,522,3,2001.0,1788,5,11838,,0.0,151,5,8,1753,,2001,2001,236500
993,1243.0,4.0,2.0,0,2,964,,642,4,1997.0,2236,4,13006,,285.0,0,5,7,964,0.0,1997,1997,222000
1466,,3.0,4.0,16,7,1450,,610,4,2007.0,1466,4,8925,73.0,0.0,18,5,8,1466,,2007,2007,201000
925,0.0,,2.0,338,5,121,,429,2,1965.0,925,3,9100,70.0,0.0,0,6,5,925,,1965,1965,117500
1905,0.0,3.0,2.0,0,2,1905,0.0,788,4,2006.0,1905,5,11670,84.0,302.0,191,5,9,1905,,2006,2006,320000
1500,0.0,3.0,4.0,20,7,1480,,570,3,2004.0,1500,4,8487,63.0,210.0,36,5,7,1500,,2004,2004,190000
2069,0.0,4.0,5.0,425,7,160,,505,3,1960.0,2069,4,27650,313.0,0.0,0,7,7,585,,1960,2007,242000
747,0.0,1.0,3.0,0,2,600,,528,2,1953.0,747,3,5825,52.0,108.0,0,5,4,600,,1926,1953,79900
1200,0.0,2.0,2.0,833,1,343,,555,3,2003.0,1200,4,10083,67.0,,41,5,7,1176,,2003,2003,184900
1113,858.0,3.0,3.0,341,7,772,,689,3,2005.0,1971,4,9675,75.0,0.0,48,5,7,1113,,2005,2005,253000
1391,571.0,3.0,3.0,464,7,927,,868,3,2006.0,1962,4,8760,73.0,0.0,90,5,7,1391,,2006,2006,239799
1207,1196.0,,3.0,0,2,1032,,349,2,1940.0,2403,3,24090,,0.0,0,7,7,1032,,1940,1950,244400
1728,0.0,4.0,5.0,936,4,396,,574,2,1976.0,1728,3,12640,55.0,0.0,0,5,6,1728,,1976,1976,150900
1022,1038.0,3.0,2.0,772,6,220,,390,3,1999.0,2060,4,8755,,298.0,0,5,7,992,,1999,1999,214000
1440,0.0,4.0,5.0,1440,1,0,,0,1,,1440,3,7711,42.0,0.0,0,3,4,1440,,1977,1977,150000
1632,0.0,4.0,4.0,0,2,1632,,576,2,1967.0,1632,3,25000,100.0,0.0,0,4,5,1632,,1967,1967,143000
1344,0.0,3.0,2.0,111,7,354,,525,3,1958.0,1344,4,14375,,541.0,118,6,6,819,,1958,1958,137500
1188,561.0,,2.0,1088,3,0,244.0,456,2,1963.0,1869,3,8820,98.0,0.0,0,6,5,1088,,1890,1996,124900
1144,0.0,3.0,4.0,748,1,102,,796,3,1959.0,1144,3,8163,70.0,128.0,0,6,5,1144,,1959,1959,143000
1629,0.0,3.0,4.0,1300,7,316,,808,4,2002.0,1629,4,14536,85.0,236.0,252,5,8,1616,,2002,2003,270000
936,840.0,3.0,1.0,0,2,936,,474,3,2002.0,1776,4,14006,65.0,144.0,96,5,7,936,,2002,2002,192500
1381,0.0,3.0,2.0,982,6,179,,676,1,1972.0,1381,4,9360,78.0,0.0,0,7,6,1161,,1972,2006,197500
864,0.0,3.0,2.0,398,6,317,,720,3,1980.0,864,4,7200,60.0,0.0,0,8,5,864,,1950,2002,129000
965,0.0,3.0,2.0,641,5,187,,300,2,1979.0,965,3,7800,60.0,0.0,0,5,5,828,,1965,1965,119900
768,0.0,2.0,4.0,660,1,108,,396,4,1974.0,768,3,7200,60.0,0.0,0,8,5,768,,1972,2003,133900
1168,800.0,,4.0,562,1,29,,530,3,1969.0,1968,3,11075,,232.0,189,4,5,784,,1969,1969,172000
980,0.0,4.0,5.0,945,1,0,,0,1,,980,3,9400,35.0,250.0,0,5,6,945,,1975,1975,127500
979,979.0,4.0,2.0,484,4,495,,492,2,1946.0,1958,3,7136,82.0,423.0,0,6,6,979,,1946,1950,145000
561,668.0,2.0,2.0,285,6,276,,462,4,1980.0,1229,3,1300,24.0,0.0,0,6,6,561,,1980,1980,124000
1057,0.0,3.0,2.0,417,4,640,,576,4,1977.0,1057,3,7420,70.0,0.0,0,5,5,1057,,1962,1962,132000
1337,0.0,3.0,3.0,699,7,638,,531,3,2003.0,1337,4,8450,65.0,0.0,39,5,7,1337,,2003,2003,185000
696,720.0,3.0,2.0,604,6,92,,484,2,1999.0,1416,4,2572,24.0,0.0,44,5,7,696,,1999,1999,155000
858,0.0,2.0,5.0,696,5,162,,0,1,,858,3,7207,50.0,0.0,0,7,5,858,117.0,1958,2008,116500
1542,1330.0,4.0,2.0,896,6,434,,619,4,1977.0,2872,3,12227,,424.0,282,7,6,1330,550.0,1977,1995,272000
804,744.0,3.0,2.0,556,1,248,0.0,440,2,1976.0,1548,4,2308,24.0,0.0,0,6,6,804,,1976,1976,155000
1800,0.0,2.0,2.0,0,2,1800,,702,4,2007.0,1800,5,11923,122.0,0.0,136,5,9,1800,,2007,2007,239000
824,1070.0,4.0,2.0,624,7,193,,510,1,2002.0,1894,4,11316,80.0,44.0,40,5,7,817,,2002,2003,214900
783,701.0,3.0,2.0,0,1,783,,393,4,2005.0,1484,4,10237,65.0,0.0,72,5,6,783,,2005,2007,178900
976,332.0,2.0,2.0,428,4,300,,256,2,1940.0,1308,3,9600,130.0,0.0,70,7,5,728,,1940,1950,160000
1098,0.0,3.0,2.0,902,6,196,,260,1,1955.0,1098,3,7390,,151.0,0,7,5,1098,,1955,1955,135000
600,,,2.0,0,2,600,,0,1,,968,3,5925,50.0,0.0,0,6,3,600,,1910,1950,37900
1095,0.0,2.0,5.0,513,6,75,,264,1,1958.0,1095,3,10382,75.0,105.0,0,5,6,588,,1958,1958,140000
720,472.0,4.0,2.0,0,2,720,,0,1,,1192,3,10800,60.0,0.0,0,4,4,720,,1949,1950,135000
764,862.0,2.0,2.0,567,7,197,,474,3,2003.0,1626,4,2268,36.0,106.0,27,5,7,764,,2003,2004,173000
918,0.0,2.0,2.0,0,2,918,,264,2,1979.0,918,3,7892,55.0,0.0,0,5,6,918,,1979,1979,99500
1428,0.0,3.0,2.0,0,2,1428,,480,4,2007.0,1428,4,11639,95.0,,120,5,7,1428,,2007,2008,182000
1136,883.0,3.0,2.0,0,2,728,,532,2,1997.0,2019,4,11414,60.0,0.0,135,8,7,728,,1910,1993,167500
673,709.0,3.0,2.0,641,7,32,,490,2,2000.0,1382,4,2651,,0.0,50,5,7,673,,2000,2000,165000
869,0.0,2.0,2.0,0,2,440,,0,1,,869,2,5900,51.0,0.0,0,7,4,440,,1923,1958,85500
1241,0.0,1.0,2.0,1106,7,135,,569,1,2007.0,1241,4,4274,35.0,,116,5,7,1241,,2006,2007,199900
894,0.0,3.0,2.0,552,1,342,,400,2,1999.0,894,3,9450,68.0,0.0,0,5,4,894,,1954,1954,110000
1121,0.0,3.0,2.0,651,4,470,,480,2,1963.0,1121,3,8816,80.0,0.0,80,6,5,1121,,1963,1963,139000
999,0.0,3.0,4.0,867,6,77,,588,3,1961.0,999,5,12122,,210.0,76,9,7,944,,1961,2007,178400
1276,1336.0,4.0,2.0,854,7,371,,676,4,1998.0,2612,4,12203,98.0,975.0,0,5,8,1225,,1998,1999,336000
1266,0.0,2.0,4.0,0,2,1266,,388,4,2007.0,1266,4,3182,43.0,16.0,16,5,7,1266,,2007,2007,159895
1149,1141.0,4.0,3.0,0,2,1128,,779,2,2002.0,2290,4,11250,,0.0,0,5,8,1128,,2002,2002,255900
1302,432.0,4.0,1.0,0,1,0,0.0,539,2,1977.0,1734,4,10125,75.0,0.0,0,5,5,0,0.0,1977,1977,126000
1164,0.0,3.0,2.0,1040,6,124,,240,2,1950.0,1164,3,10880,68.0,0.0,48,5,5,1164,,1950,1950,125000
1001,634.0,2.0,2.0,0,2,485,0.0,255,2,1950.0,1635,4,5310,59.0,0.0,0,8,6,485,,1910,2003,117000
1940,0.0,3.0,4.0,1646,7,284,,606,4,2010.0,1940,5,10159,83.0,450.0,95,5,9,1930,,2009,2010,395192
1118,912.0,4.0,2.0,156,3,692,,551,4,1976.0,2030,4,12046,,298.0,224,6,6,848,,1976,1976,195000
778,798.0,3.0,2.0,0,2,770,,614,3,2006.0,1576,4,8125,65.0,0.0,50,5,7,770,,2006,2006,197000
1407,985.0,3.0,2.0,1074,7,322,,870,4,1997.0,2392,4,9452,82.0,423.0,70,5,8,1396,,1997,1998,348000
916,826.0,4.0,2.0,216,5,700,,424,2,1925.0,1742,4,17671,121.0,0.0,169,9,8,916,,1882,1986,168000
1020,831.0,3.0,5.0,536,5,169,,440,3,1964.0,1851,4,9760,80.0,340.0,42,8,6,822,,1964,1993,187000
750,750.0,3.0,2.0,0,2,750,,564,3,2005.0,1500,4,8846,68.0,0.0,35,5,6,750,,2005,2006,173900
1718,,3.0,5.0,1172,7,528,,786,4,2008.0,1718,5,12456,96.0,230.0,48,5,10,1700,216.0,2006,2007,337500
774,456.0,3.0,2.0,384,6,363,,305,2,1946.0,1230,3,4712,51.0,0.0,57,7,4,747,,1946,1950,121600
1050,0.0,3.0,2.0,915,4,135,,368,2,1961.0,1050,3,10659,,0.0,319,6,5,1050,,1961,1961,136500
1442,0.0,2.0,2.0,0,2,1442,,615,3,1970.0,1442,3,11717,,571.0,0,6,6,1442,,1970,1970,185000
1077,0.0,3.0,2.0,0,2,1007,,210,2,1922.0,1077,3,9786,60.0,0.0,100,4,3,1007,,1922,1950,91000
1208,0.0,2.0,4.0,686,7,501,,632,3,2006.0,1208,4,6762,64.0,24.0,61,5,7,1187,,2006,2006,206000
944,0.0,2.0,1.0,0,1,0,,528,2,1956.0,944,2,10206,74.0,0.0,0,3,3,0,,1952,1952,82000
691,0.0,2.0,2.0,0,2,691,,216,2,1920.0,691,5,5400,60.0,0.0,20,6,5,691,,1920,1950,86000
1574,0.0,3.0,2.0,24,7,1550,,824,3,2006.0,1574,4,11957,75.0,53.0,104,5,8,1574,,2006,2006,232000
1680,0.0,4.0,2.0,0,2,1680,,528,2,1976.0,1680,3,11500,,164.0,0,6,5,1680,,1976,1976,136905
1504,0.0,1.0,2.0,16,7,1330,,457,4,2005.0,1504,4,3182,43.0,16.0,0,5,7,1346,,2005,2006,181000
985,0.0,3.0,4.0,595,7,390,,328,2,1977.0,985,3,8385,65.0,220.0,0,8,5,985,,1977,1977,149900
1657,0.0,3.0,2.0,1237,3,420,,484,2,1970.0,1657,3,12155,,0.0,0,3,6,1657,,1970,1970,163500
546,,3.0,2.0,273,5,0,,286,3,1970.0,1092,3,2217,21.0,0.0,0,4,4,546,,1970,1970,88000
1710,0.0,3.0,3.0,0,2,1710,,550,1,2004.0,1710,4,12118,43.0,108.0,48,5,7,1710,,2004,2005,240000
1008,0.0,4.0,2.0,0,2,1008,138.0,0,1,,1522,3,6000,60.0,0.0,0,5,5,1008,,1926,1950,102000
720,551.0,,2.0,0,2,720,,312,1,1948.0,1271,3,21286,115.0,0.0,0,5,5,720,,1948,1950,135000
1664,0.0,4.0,1.0,0,1,0,,0,1,,1664,3,9825,75.0,0.0,0,5,5,0,,1965,1965,100000
900,602.0,3.0,2.0,0,2,602,,180,2,1923.0,1502,4,10592,55.0,0.0,0,7,6,602,,1923,1996,165000
1022,0.0,2.0,2.0,247,1,310,226.0,280,2,1956.0,1022,3,7200,60.0,0.0,30,4,5,1022,,1910,2006,85000
1082,0.0,2.0,2.0,336,5,746,0.0,240,2,1948.0,1082,3,11664,60.0,206.0,130,5,6,1082,,1948,1950,119200
810,855.0,3.0,2.0,643,7,167,,528,4,2001.0,1665,4,8400,70.0,0.0,45,6,8,810,,2001,2001,227000
1504,0.0,3.0,5.0,690,7,814,,478,4,1996.0,1504,4,11883,73.0,196.0,66,5,7,1504,,1996,1996,203000
1360,0.0,1.0,4.0,1036,7,184,,565,3,1984.0,1360,4,5814,,0.0,0,5,8,1220,,1984,1984,187500
802,670.0,3.0,2.0,0,2,384,,402,3,1991.0,1472,4,10784,,76.0,0,5,7,384,,1991,1992,160000
1506,0.0,2.0,5.0,16,7,1346,,440,1,2005.0,1506,4,3013,43.0,145.0,20,5,7,1362,,2005,2005,213490
1132,0.0,2.0,2.0,1024,7,108,,451,4,2005.0,1132,4,7024,60.0,0.0,64,5,4,1132,,2005,2005,176000
1220,0.0,2.0,4.0,684,7,515,,632,3,2006.0,1220,4,7406,64.0,84.0,54,5,7,1199,,2006,2006,194000
912,336.0,2.0,2.0,324,3,588,,160,2,1957.0,1248,3,9439,52.0,0.0,0,5,5,912,,1930,1950,87000
1504,0.0,2.0,2.0,16,7,1330,0.0,437,4,2005.0,1504,4,3182,43.0,14.0,20,5,7,1346,,2005,2006,191000
2898,0.0,2.0,4.0,1165,6,0,,665,4,1976.0,2898,4,15498,,0.0,72,6,8,1565,,1976,1976,287000
882,0.0,,2.0,138,3,276,,461,2,1980.0,882,3,7700,70.0,0.0,0,5,5,882,,1972,1972,112500
1264,0.0,3.0,2.0,697,4,571,,461,2,1960.0,1264,3,9300,73.0,324.0,0,5,5,1268,,1960,1960,167500
1646,0.0,3.0,5.0,1513,7,125,,800,3,2008.0,1646,4,9520,71.0,338.0,44,5,8,1638,192.0,2007,2008,293077
968,408.0,3.0,2.0,368,4,359,,240,2,1941.0,1376,3,9492,79.0,0.0,0,5,5,768,,1941,1950,105000
672,546.0,,2.0,317,5,355,,264,2,1972.0,1218,3,1680,21.0,281.0,28,7,6,672,,1972,1972,118000
948,980.0,5.0,3.0,0,2,686,,0,1,,1928,3,7082,,0.0,0,8,5,686,,1916,1995,160000
1687,998.0,5.0,2.0,523,7,301,,672,4,1970.0,3082,3,15863,102.0,0.0,63,3,7,824,,1920,1970,197000
1352,1168.0,5.0,2.0,1012,7,326,,796,3,1993.0,2520,4,14541,,0.0,55,7,8,1338,,1993,1993,310000
1654,0.0,3.0,2.0,986,7,668,,900,2,2002.0,1654,4,8125,,295.0,136,5,7,1654,,2002,2002,230000
954,0.0,2.0,2.0,0,2,920,,240,2,1938.0,954,2,6305,50.0,0.0,0,7,5,920,,1938,1950,119750
845,0.0,3.0,1.0,0,1,0,,290,2,1957.0,845,3,11500,,0.0,0,3,4,0,,1957,1957,84000
1620,0.0,2.0,5.0,1022,7,598,,912,4,2008.0,1620,5,12898,89.0,70.0,0,5,9,1620,,2007,2008,315500
1055,1208.0,3.0,2.0,0,2,1055,,905,4,2001.0,2263,4,9240,,396.0,45,5,8,1055,,2001,2002,287000
798,546.0,3.0,2.0,0,2,546,,0,1,,1344,3,1533,21.0,0.0,0,6,4,546,,1970,2008,97000
630,,1.0,4.0,509,7,121,,286,2,1970.0,630,3,1477,21.0,0.0,0,4,4,630,,1970,1970,80000
1803,0.0,3.0,2.0,168,4,284,,484,3,1957.0,1803,3,13125,88.0,67.0,0,4,5,1134,,1957,2000,155000
800,832.0,4.0,2.0,400,7,336,,484,2,1966.0,1632,4,9130,,252.0,40,8,6,800,,1966,2000,173000
1306,0.0,1.0,4.0,900,6,406,,624,1,2005.0,1306,4,5381,34.0,135.0,63,5,6,1306,,2005,2005,196000
1532,797.0,4.0,2.0,1085,7,390,0.0,514,2,1990.0,2329,4,11839,86.0,99.0,121,5,7,1475,,1990,1990,262280
2524,0.0,4.0,2.0,1104,6,1420,,542,4,1981.0,2524,4,9600,80.0,0.0,120,5,8,2524,,1981,1981,278000
1733,0.0,4.0,1.0,0,1,0,,452,2,1955.0,1733,3,13680,,0.0,0,5,3,0,,1955,1955,139600
1992,876.0,4.0,4.0,240,7,1752,,716,4,2005.0,2868,5,16056,85.0,208.0,108,5,9,1992,,2005,2006,556581
990,0.0,3.0,2.0,686,7,304,,672,2,1996.0,990,3,9245,57.0,0.0,0,5,5,990,,1994,1995,145000
1771,0.0,3.0,1.0,0,1,0,,336,2,1960.0,1771,3,21750,100.0,75.0,0,4,5,0,,1960,2006,115000
930,0.0,2.0,1.0,0,1,0,,308,2,1946.0,930,4,11100,60.0,0.0,0,7,4,0,,1946,2006,84900
1302,0.0,3.0,4.0,0,2,1302,,436,4,2007.0,1302,4,8993,73.0,0.0,22,5,7,1302,,2007,2007,176485
1316,0.0,3.0,4.0,0,1,1316,,440,4,2007.0,1316,4,11175,103.0,0.0,20,5,7,1316,,2007,2007,200141
1127,850.0,4.0,2.0,442,4,374,,540,3,1964.0,1977,3,9500,100.0,272.0,52,6,6,816,,1964,1978,165000
1526,0.0,4.0,4.0,383,4,833,,364,1,1957.0,1526,3,8562,68.0,145.0,78,6,5,1216,116.0,1957,2002,144500
1091,898.0,3.0,3.0,932,7,133,,586,4,2002.0,1989,4,11367,90.0,210.0,60,5,8,1065,,2002,2002,255000
1523,0.0,,2.0,644,6,549,,478,4,1976.0,1523,3,11361,104.0,160.0,0,5,6,1193,,1976,1976,180000
1364,0.0,2.0,4.0,659,7,705,,484,3,2005.0,1364,4,7052,43.0,240.0,36,5,7,1364,,2005,2005,185850
979,871.0,3.0,2.0,595,7,378,,467,4,1994.0,1850,4,29959,,0.0,98,6,7,973,,1994,1994,248000
1130,1054.0,3.0,4.0,936,7,168,0.0,836,4,2008.0,2184,5,11308,96.0,154.0,102,5,9,1104,,2008,2008,335000
1096,895.0,3.0,3.0,297,4,0,,432,2,1977.0,1991,3,11275,,480.0,0,7,6,854,0.0,1932,1950,220000
1338,0.0,2.0,3.0,616,7,722,,582,4,2001.0,1338,4,4920,41.0,0.0,0,5,8,1338,0.0,2001,2001,213500
